"カテゴリ","title","所在及び住居表示","令和4年価格及び対前年変動率","地積","形状","前面道路状況","利用状況","周辺の土地の利用状況","交通施設","用途地域（建ぺい率／容積率）","防火・準防火地域","令和3年価格及び対前年変動率","令和2年価格及び対前年変動率","平成31年価格及び対前年変動率","平成30年価格及び対前年変動率","平成29年価格及び対前年変動率","平成28年価格及び対前年変動率","平成27年価格及び対前年変動率","平成26年価格及び対前年変動率","平成25年価格及び対前年変動率","lng","lat","分類"
"地価公示(基準日 R4.1.1)","平野5-01","大阪市平野区長吉長原西１－３－７","209,000円/㎡、0.0%","229㎡","1.5:1","北 16m 市道 東側道","店舗兼事務所　鉄骨造3F","店舗、事務所、スーパー等が混在する商業地域","出戸 160m","商業地域 (80/400)","防火地域","209,000円/㎡、-0.5%","210,000円/㎡、0.0％","210,000円/㎡、0.0％","210,000円/㎡、0.0％","210,000円/㎡、-0.5％","211,000円/㎡ -0.5％","212,000円/㎡ -0.5%","213,000円/㎡ -1.4%","216,000円/㎡ -1.8%","135.566054137847","34.6076446831036","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-03","大阪市住之江区新北島３－８－４８","207,000円/㎡、0.0%","104㎡","1:1.5","北 12m 市道","住宅　軽量鉄骨造3F","一般住宅、マンション等が見られる住宅地域","住之江公園 730m","第一種住居地域 (80/200)","準防火地域","207,000円/㎡、-0.5%","208,000円/㎡、0.0％","208,000円/㎡、0.0％","208,000円/㎡、-0.5％","209,000円/㎡、-0.5％","210,000円/㎡ -0.5％","211,000円/㎡ -0.5%","212,000円/㎡ -0.5%","213,000円/㎡ -0.9%","135.466694299992","34.6068807508404","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-02","大阪市住之江区住之江１－２－２０","218,000円/㎡、0.0%","53㎡","1:1.5","北 6m 市道","住宅　木造2F","小規模住宅が多く、共同住宅も混在する住宅地域","住ノ江 260m","第一種住居地域 (80/200)","準防火地域","218,000円/㎡、0.0%","218,000円/㎡、0.0％","218,000円/㎡、0.0％","218,000円/㎡、0.0％","218,000円/㎡、0.0％","218,000円/㎡ 0.0％","218,000円/㎡ 0.0%","218,000円/㎡ -0.5%","219,000円/㎡ -1.4%","135.488206499507","34.6063829994052","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-06","大阪市住吉区南住吉３－１８－１８","260,000円/㎡、0.4%","133㎡","1:1.5","西 8m 市道","住宅　木造2F","中小規模住宅のほか共同住宅も見られる住宅地域","沢ノ町 480m","第二種中高層住居専用地域 (60/200)","準防火地域","259,000円/㎡、0.0%","259,000円/㎡、0.0％","259,000円/㎡、0.0％","259,000円/㎡、0.0％","259,000円/㎡、0.0％","259,000円/㎡ 0.0％","259,000円/㎡ 0.0%","259,000円/㎡ -0.4%","260,000円/㎡ -1.1%","135.501457228036","34.6062865604284","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住吉-13","大阪市住吉区清水丘１－１１－１１","225,000円/㎡、0.0%","110㎡","1:2.5","南 6m 市道","住宅　木造2F","小規模一般住宅等が多い住宅地域","沢ノ町 420m","第一種住居地域 (80/200)","準防火地域","225,000円/㎡、-0.4%","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡、0.0％","226,000円/㎡ 0.0％","226,000円/㎡ 0.0%","226,000円/㎡ 0.0%","226,000円/㎡ -0.4%","135.49289659108","34.6053297096415","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","平野-13","大阪市平野区長吉長原西２－３－１９","178,000円/㎡、0.0%","857㎡","1:1","南 12m 市道","共同住宅　鉄筋コンクリート造6F","共同住宅を中心に一般住宅等が混在する住宅地域","出戸 500m","第二種中高層住居専用地域 (60/200)","準防火地域","178,000円/㎡、-1.1%","180,000円/㎡、0.0％","180,000円/㎡、0.0％","180,000円/㎡、-0.6％","181,000円/㎡、-0.5％","182,000 円/㎡ -0.5％","183,000円/㎡ -0.5%","184,000円/㎡ -1.6%","187,000円/㎡ -2.1%","135.566823158936","34.6050925777129","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-12","大阪市東住吉区公園南矢田２－１１－６","145,000円/㎡、-0.7%","118㎡","1:1.2","北 10m 市道","住宅　木造2F","一般住宅、作業所、農地等が混在する住宅地域","矢田 930m","第二種中高層住居専用地域 (60/200)","準防火地域","146,000円/㎡、-1.4%","148,000円/㎡、-0.7％","149,000円/㎡、-0.7％","150,000円/㎡、-0.7％","151,000円/㎡、-1.3％","153,000円/㎡ -1.3％","155,000円/㎡ -1.9%","158,000円/㎡ -1.3%","160,000円/㎡ -3.0%","135.524521866306","34.6040497967756","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見-05","大阪市鶴見区横堤３－９－５","256,000円/㎡、0.4%","121㎡","1:2","西 7.5m 市道","住宅　鉄骨造3F","住宅、マンション等が混在する住宅地域","横堤 270m","第一種住居地域 (80/200)","準防火地域","255,000円/㎡、0.0%","255,000円/㎡、0.8％","253,000円/㎡、0.8％","251,000円/㎡、0.0％","251,000円/㎡、0.0％","251,000円/㎡ 0.0％","251,000円/㎡ 0.4%","250,000円/㎡ 0.0%","250,000円/㎡ 0.0%","135.573575739741","34.701662474712","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","中央5-24","大阪市中央区日本橋１－２１－６","990,000円/㎡、-14.7%","324㎡","1:2","東 6m 市道","店舗兼事務所　軽量鉄骨造3F","小売店舗、飲食店舗が建ち並ぶ商業地域","日本橋 190m","商業地域（80/400)","防火地域","1,160,000円/㎡、-22.7%","1,500,000円/㎡、25.0％","1,200,000円/㎡、44.4％","831,000円/㎡、10.2％","754,000円/㎡、10.1％","685,000円/㎡ -％","-","-","-","135.506893132654","34.6657193460275","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港5-02","大阪市港区波除２－５－１９","451,000円/㎡、2.0%","162㎡","1:2","北西 15m 市道","店舗兼共同住宅　鉄骨造8F","店舗兼共同住宅、一般住宅等が混在する商業地域","弁天町 250m","商業地域 (80/600)","準防火地域","442,000円/㎡、-0.9%","446,000円/㎡、14.1％","391,000円/㎡、4.3％","375,000円/㎡、2.2％","367,000円/㎡、2.2％","359,000円/㎡ 2.0％","352,000円/㎡ 1.4%","347,000円/㎡ 0.0%","347,000円/㎡ -0.3%","135.465004283676","34.6701956326188","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西5-19","大阪市西区九条南２－１６－１１","339,000円/㎡、-1.2%","227㎡","1:2.5","南東 29.1m 国道","店舗、事務所兼住宅　鉄筋コンクリート造4F","中層の店舗、店舗兼住宅等が混在する商業地域","阪神九条 380m","商業地域 (80/400)","防火地域","343,000円/㎡、-3.9%","357,000円/㎡、2.9％","347,000円/㎡、2.7％","338,000円/㎡、2.7％","329,000円/㎡、2.8％","320,000円/㎡ 2.6％","312,000円/㎡ 1.0%","309,000円/㎡ 0.7%","307,000円/㎡ 0.0%","135.473660028709","34.6709741542766","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東成-04","大阪市東成区深江南２－１０－３","225,000円/㎡、0.4%","181㎡","1:3","北 8m 市道","住宅　木造3F","一般住宅を主に、作業所等が見られる住宅地域","新深江 560m","第一種住居地域 (80/200)","準防火地域","224,000円/㎡、0.0%","224,000円/㎡、0.4％","223,000円/㎡、0.0％","223,000円/㎡、0.0％","223,000円/㎡、0.0％","223,000円/㎡ 0.0％","223,000円/㎡ 0.0%","223,000円/㎡ 0.0%","223,000円/㎡ -0.9%","135.55826770897","34.6703697027476","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","住之江-06","大阪市住之江区南加賀屋２－５－５","225,000円/㎡、0.0%","139㎡","1:1.5","南 6m 市道","住宅　木造2F","一般住宅、マンション等が混在する住宅地域","住之江公園 350m","第一種住居地域 (80/200)","準防火地域","225,000円/㎡、-0.4%","226,000円/㎡、0.4％","225,000円/㎡、0.0％","225,000円/㎡、0.0％","225,000円/㎡、0.0％","225,000円/㎡ 0.0％","225,000円/㎡ 0.0%","225,000円/㎡ -0.4%","226,000円/㎡ -0.9%","135.475956892651","34.6080318860949","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","東住吉-05","大阪市東住吉区矢田１－２１－１４","147,000円/㎡、-0.7%","116㎡","1:4","南 8m 市道","住宅　鉄骨造3F","一般住宅、マンション等が混在する住宅地域","矢田 460m","第二種中高層住居専用地域 (60/200)","準防火地域","148,000円/㎡、-0.7%","149,000円/㎡、-0.7％","150,000円/㎡、-1.3％","152,000円/㎡、-1.3％","154,000円/㎡、-1.3％","156,000円/㎡ -1.3％","158,000円/㎡ -1.9%","161,000円/㎡ -1.2%","163,000円/㎡ -3.0%","135.529757993508","34.607094649774","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港-01","大阪市港区磯路３－１７－１６","271,000円/㎡、1.1%","79㎡","1:3.5","北東 8m 市道","住宅　木造3F","一般住宅の中に店舗等が見られる住宅地域","弁天町 950m","第一種住居地域 (80/300)","準防火地域","268,000円/㎡、-1.1%","271,000円/㎡、1.5％","267,000円/㎡、1.9％","262,000円/㎡、0.8％","260,000円/㎡、0.4％","259,000円/㎡ 0.0％","259,000円/㎡ 0.0%","259,000円/㎡ 0.0%","259,000円/㎡ 0.0%","135.456138902479","34.6638206495832","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-07","大阪市生野区新今里１－１６－２０","210,000円/㎡、0.0%","165㎡","1:3","南 7.2m 市道","共同住宅　鉄骨造5F","店舗併用住宅、マンション等が混在する住宅地域","近鉄今里 580m","第一種住居地域 (80/300)","準防火地域","210,000円/㎡、-0.9%","212,000円/㎡、0.5％","211,000円/㎡、0.0％","211,000円/㎡、0.0％","211,000円/㎡、0.0％","211,000円/㎡ 0.0％","211,000円/㎡ 0.0%","211,000円/㎡ -0.5%","212,000円/㎡ -1.4%","135.545202844362","34.6632197731034","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港5-04","大阪市港区三先１－１０－２７","339,000円/㎡、0.6%","89㎡","1:3","北西 40m 国道","店舗兼住宅　鉄骨造3F","店舗、併用マンション等が建ち並ぶ路線商業地域","朝潮橋 500m","商業地域 (80/400)","防火地域","337,000円/㎡、-1.5%","342,000円/㎡、4.6％","327,000円/㎡、1.6％","322,000円/㎡、0.0％","322,000円/㎡、0.0％","322,000円/㎡ 0.0％","322,000円/㎡ 0.0%","322,000円/㎡ -0.3%","323,000円/㎡ -0.9%","135.454273800444","34.6614264993057","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速5-04","大阪市浪速区日本橋東１－１２－８","450,000円/㎡、0.0%","99㎡","1:3","南 30m 市道","事務所兼住宅　鉄骨造4F","中層の事務所、店舗、倉庫等が混在する商業地域","四天王寺前夕陽ヶ丘 600m","商業地域 (80/600)","防火地域","450,000円/㎡、-6.3%","480,000円/㎡、15.7％","415,000円/㎡、7.2％","387,000円/㎡、7.2％","361,000円/㎡、7.8％","335,000円/㎡ 3.4％","324,000円/㎡ 0.9%","321,000円/㎡ 0.9%","318,000円/㎡ -0.6%","135.508989615105","34.660776363853","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","港-02","大阪市港区三先２－２－６","248,000円/㎡、0.8%","104㎡","1:2.5","南東 8m 市道","住宅　木造2F","小規模住宅の中に共同住宅等が見られる住宅地域","朝潮橋 400m","第二種中高層住居専用地域 (60/200)","準防火地域","246,000円/㎡、-0.8%","248,000円/㎡、1.2％","245,000円/㎡、0.8％","243,000円/㎡、0.0％","243,000円/㎡、0.0％","243,000円/㎡ 0.0％","243,000円/㎡ -0.4%","244,000円/㎡ -0.4%","245,000円/㎡ -0.4%","135.452349802408","34.6601534864835","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-05","大阪市生野区桃谷２－１２－２４","204,000円/㎡、0.5%","50㎡","1:2.5","西 8m 市道","作業所兼住宅　鉄骨造3F","住宅、店舗等が混在し、公園に近接する住宅地域","桃谷 410m","第一種住居地域 (80/300)","準防火地域","203,000円/㎡、-0.5%","204,000円/㎡、1.5％","201,000円/㎡、1.0％","199,000円/㎡、0.0％","199,000円/㎡、0.0％","199,000円/㎡ 0.0％","199,000円/㎡ 0.0%","199,000円/㎡ -0.5%","200,000円/㎡ 0.0%","135.530662735539","34.6603880150226","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速5-07","大阪市浪速区塩草２－４－１８","420,000円/㎡、-0.2%","290㎡","1:1.5","西 40m 府道","店舗兼共同住宅　鉄筋コンクリート造9F","店舗、営業所、マンション等が混在する商業地域","芦原橋 250m","商業地域 (80/600)","防火地域","421,000円/㎡、-5.4%","445,000円/㎡、17.4％","379,000円/㎡、15.2％","329,000円/㎡、8.9％","302,000円/㎡、7.9％","280,000円/㎡ 3.3％","271,000円/㎡ 1.9%","266,000円/㎡ 0.8%","264,000円/㎡ 0.0%","135.490464003669","34.6601779231794","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-08","大阪市生野区小路東２－２０－４","155,000円/㎡、0.0%","65㎡","1:2","北 4m 私道","住宅　鉄骨造3F","小規模一般住宅の中に作業所が見られる住宅地域","小路 270m","第一種住居地域 (80/200)","準防火地域","155,000円/㎡、-1.3%","157,000円/㎡、0.6％","156,000円/㎡、0.0％","156,000円/㎡、0.0％","156,000円/㎡、0.0％","156,000円/㎡ 0.0％","156,000円/㎡ 0.0%","156,000円/㎡ 0.0%","156,000円/㎡ -0.6%","135.558101374457","34.6601562984816","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","浪速5-03","大阪市浪速区日本橋４－７－２０","1,030,000円/㎡、-8.8%","868㎡","不整形1:3","西 21.8m 府道 背面道","店舗兼事務所　鉄骨鉄筋コンクリート造8F1BF","中層店舗、事務所ビルが建ち並ぶ商業地域","恵美須町 250m","商業地域 (80/600)","防火地域","1,130,000円/㎡、-13.1%","1,300,000円/㎡、20.4％","1,080,000円/㎡、23.3％","876,000円/㎡、20.0％","730,000円/㎡、26.3％","578,000円/㎡ 14.7％","504,000円/㎡ 5.0%","480,000円/㎡ 2.8%","467,000円/㎡ 0.0%","135.506210837463","34.6592131864655","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","生野-01","大阪市生野区小路２－２１－２２","182,000円/㎡、0.0%","99㎡","1:1.2","西 6.4m 市道","住宅　木造2F","一般住宅を主に作業所等も見られる住宅地域","小路 340m","第一種住居地域 (80/300)","準防火地域","182,000円/㎡、-1.1%","184,000円/㎡、0.5％","183,000円/㎡、0.0％","183,000円/㎡、0.0％","183,000円/㎡、0.0％","183,000円/㎡ 0.0％","183,000円/㎡ 0.0%","183,000円/㎡ 0.0%","183,000円/㎡ -1.1%","135.554853487668","34.6592001356264","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","福島-02","大阪市福島区福島８－１１－５","323,000円/㎡、0.6%","72㎡","1:3","北西 4m 市道","住宅　木造3F","小規模の連棟式住宅が多い既成住宅地域","福島 450m","第二種住居地域 (80/300)","準防火地域","321,000円/㎡、2.9%","312,000円/㎡、4.0％","300,000円/㎡、2.7％","292,000円/㎡、2.8％","284,000円/㎡、2.9％","276,000円/㎡ 1.8％","271,000円/㎡ 1.9%","266,000円/㎡ 1.5%","262,000円/㎡ 1.6%","135.482615361609","34.696217059055","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-02","大阪市北区堂島１－１－２５","6,280,000円/㎡、-0.2%","751㎡","1:1.2","東 45m 国道 北側道","店舗兼事務所　鉄骨鉄筋コンクリート造9F2BF","銀行、事務所が建ち並ぶ高度商業地域","淀屋橋 400m","商業地域 (80/1000)","防火地域","6,290,000円/㎡、-3.2%","6,500,000円/㎡、18.6％","5,480,000円/㎡、12.3％","4,880,000円/㎡、6.1％","4,600,000円/㎡、6.2％","4,330,000円/㎡ 5.9％","4,090,000円/㎡ 5.7%","3,870,000円/㎡ 5.2%","3,680,000円/㎡ -3.2%","135.500865178754","34.6961806577996","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","福島5-05","大阪市福島区鷺洲５－３－４","649,000円/㎡、0.0%","296㎡","1:1","南 25m 市道","店舗兼共同住宅　鉄筋コンクリート造4F","中層の店舗兼住宅や営業所等が建ち並ぶ商業地域","野田阪神 700m","商業地域 (80/400)","防火地域","649,000円/㎡、-2.4%","665,000円/㎡、14.7％","580,000円/㎡、13.1％","513,000円/㎡、15.0％","446,000円/㎡、9.9％","406,000円/㎡ 14.0％","356,000円/㎡ 4.1%","342,000円/㎡ 5.6%","324,000円/㎡ 0.9%","135.477844194003","34.6983780919111","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-09","大阪市北区天神橋２－２－８","1,170,000円/㎡、-0.8%","189㎡","1:4","西 27m 府道","店舗兼事務所　鉄骨造6F","中高層の店舗、事務所ビルが建ち並ぶ商業地域","南森町 150m","商業地域 (80/600)","防火地域","1,180,000円/㎡、-4.8%","1,240,000円/㎡、14.8％","1,080,000円/㎡、11.9％","965,000円/㎡、12.7％","856,000円/㎡、8.4％","790,000円/㎡ 8.5％","728,000円/㎡ 5.4%","691,000円/㎡ 7.1%","645,000円/㎡ 0.0%","135.511362756376","34.6957833421327","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北5-11","大阪市北区天神橋１－９－６","758,000円/㎡、-0.3%","175㎡","1:2","西 11m 市道","店舗、事務所兼共同住宅　鉄筋コンクリート造7F","中高層の事務所、マンションが建ち並ぶ商業地域","大阪天満宮 470m","商業地域 (80/400)","準防火地域","760,000円/㎡、-1.3%","770,000円/㎡、14.9％","670,000円/㎡、11.7％","600,000円/㎡、13.4％","529,000円/㎡、8.0％","490,000円/㎡ 5.4％","465,000円/㎡ 6.7%","436,000円/㎡ 7.1%","407,000円/㎡ 1.8%","135.51271714484","34.6938241299646","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","鶴見9-02","大阪市鶴見区今津北４－８－５","123,000円/㎡、1.7%","563㎡","1:1","北 6m 市道","工場","中小規模工場、倉庫等が建ち並ぶ工業地域","徳庵 600m","工業専用地域 (60/200)","-","121,000円/㎡、0.0%","121,000円/㎡、1.7％","119,000円/㎡、0.8％","118,000円/㎡、0.9％","117,000円/㎡、0.0％","117,000円/㎡ 0.0％","117,000円/㎡ 0.0%","117,000円/㎡ -0.8%","118,000円/㎡ -0.8%","135.577188309013","34.6950258517067","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","北-01","大阪市北区天満１－１１－１４","425,000円/㎡、0.2%","132㎡","1:3","北 6m 市道","住宅兼車庫　木造3F","一般住宅、事業所等が混在する住宅地域","天満橋 650m","第二種住居地域 (80/400)","準防火地域","424,000円/㎡、0.0%","424,000円/㎡、1.0％","420,000円/㎡、1.2％","415,000円/㎡、1.5％","409,000円/㎡、1.7％","402,000円/㎡ 2.0％","394,000円/㎡ 1.0%","390,000円/㎡ 1.3%","385,000円/㎡ 0.8%","135.520248541037","34.6945778527046","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","福島5-07","大阪市福島区吉野１－１０－１３","1,040,000円/㎡、0.0%","264㎡","1:2.5","北 40m 国道 西側道","事務所兼住宅　鉄骨造9F","中高層の店舗、事務所等が建ち並ぶ商業地域","阪神野田 240m","商業地域 (80/600)","防火地域","1,040,000円/㎡、-2.8%","1,070,000円/㎡、14.8％","932,000円/㎡、13.8％","819,000円/㎡、13.1％","724,000円/㎡、12.1％","646,000円/㎡ 12.0％","577,000円/㎡ 3.2%","559,000円/㎡ 4.5%","535,000円/㎡ 0.9%","135.478061590579","34.6937971469109","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成5-02","大阪市西成区天下茶屋３－２０－１７","190,000円/㎡、0.0%","95㎡","1:4","北 5.4m 市道","診療所　鉄骨造3F","小売店舗、飲食店が建ち並ぶ駅前の商業地域","天下茶屋 170m","近隣商業地域 (80/300)","準防火地域","190,000円/㎡、-1.0%","192,000円/㎡、-0.5％","193,000円/㎡、-0.5％","194,000円/㎡、-0.5％","195,000円/㎡、-0.5％","196,000円/㎡ -0.5％","197,000円/㎡ -0.5%","198,000円/㎡ -1.0%","200,000円/㎡ -2.0%","135.49826368345","34.6370076895515","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","阿倍野-01","大阪市阿倍野区丸山通１－３－３６","233,000円/㎡、0.4%","89㎡","1:4","南西 4m 市道","住宅　木造3F","中規模一般住宅が多い閑静な住宅地域","松虫 360m","第二種中高層住居専用地域 (60/300)","準防火地域","232,000円/㎡、0.0%","232,000円/㎡、0.0％","232,000円/㎡、0.4％","231,000円/㎡、0.9％","229,000円/㎡、0.9％","227,000円/㎡ 0.9％","225,000円/㎡ 0.9%","223,000円/㎡ 0.9%","221,000円/㎡ 0.0%","135.506388423029","34.6369253654987","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","阿倍野-03","大阪市阿倍野区文の里３－７－３０","380,000円/㎡、1.1%","118㎡","1:1.2","西 6m 市道","住宅　軽量鉄骨造2F","中小規模一般住宅が建ち並ぶ環境の良い住宅地域","美章園 300m","第一種住居地域 (80/300)","準防火地域","376,000円/㎡、0.0%","376,000円/㎡、0.0％","376,000円/㎡、0.0％","376,000円/㎡、0.5％","374,000円/㎡、1.1％","370,000円/㎡ 1.9％","363,000円/㎡ 2.0%","356,000円/㎡ 2.3%","348,000円/㎡ 1.8%","135.522208664235","34.6369037917086","地価公示(基準日 R4.1.1)"
"地価公示(基準日 R4.1.1)","西成-06","大阪市西成区潮路２－９－７","153,000円/㎡、0.0%","45㎡","1:3","南 4m 私道","住宅　木造3F","小規模住宅の建ち並ぶ既成住宅地域","岸里 280m","第一種住居地域 (80/300)","準防火地域","153,000円/㎡、-0.6%","154,000円/㎡、0.7％","153,000円/㎡、0.0％","153,000円/㎡、0.0％","153,000円/㎡、0.0％","153,000円/㎡ -0.6％","154,000円/㎡ -1.3%","156,000円/㎡ -1.9%","159,000円/㎡ -3.0%","135.492264629506","34.6366706642515","地価公示(基準日 R4.1.1)"
